,graphid,sketch,anomaly,anom_count
10,305,"[992, 784, 437, 305, 198, 198, 198, 198, 198, 198, 26, 198, 198, 47, 24, 198, 198, 2, 0, 132, 76, 11, 0, 86, 412, 121, 37, 0, 36, 109, 100, 0, 2, 203, 338, 99, 70, 1, 68, 2, 45, 0, 0, 49, 34, 24, 35, 31, 30, 0, 0, 0, 0, 0, 0, 399, 52, 0, 0, 0, 0, 19, 0, 89, 0, 0, 0, 0, 0, 0, 0, 17, 5, 0, 0, 0, 0, 0, 48, 40, 0, 25, 267, 0, 46, 0, 17, 1, 0, 0, 0, 0, 2, 3, 0, 107, 0, 0, 0, 83, 0, 0, 0, 0, 0, 11, 0, 24, 14, 0, 0, 0, 0, 38, 11, 0, 12, 0, 0, 0, 2, 3, 0, 22, 4, 10, 19, 0]",0,0
11,359,"[989, 672, 319, 185, 198, 198, 198, 198, 198, 198, 34, 198, 198, 214, 16, 198, 198, 5, 0, 98, 51, 79, 122, 46, 0, 69, 35, 0, 23, 70, 64, 0, 156, 78, 0, 0, 35, 6, 47, 4, 88, 0, 0, 87, 68, 0, 69, 38, 40, 0, 0, 0, 151, 0, 0, 0, 44, 30, 0, 0, 0, 83, 0, 31, 0, 0, 86, 96, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 21, 12, 0, 16, 0, 0, 18, 0, 19, 3, 0, 0, 0, 13, 58, 58, 0, 19, 0, 0, 0, 61, 45, 0, 25, 36, 0, 7, 0, 0, 9, 0, 0, 0, 0, 0, 13, 0, 7, 0, 0, 0, 0, 5, 0, 5, 28, 18, 6, 72]",0,0
12,182,"[876, 603, 280, 150, 198, 198, 198, 198, 198, 198, 224, 198, 198, 41, 120, 18, 12, 128, 14, 73, 46, 165, 46, 42, 518, 33, 111, 0, 77, 50, 56, 0, 2, 0, 448, 47, 30, 70, 37, 66, 78, 672, 0, 75, 48, 0, 58, 80, 101, 0, 0, 0, 118, 0, 0, 0, 26, 37, 0, 0, 0, 12, 0, 33, 0, 0, 76, 70, 0, 455, 0, 0, 32, 0, 0, 0, 0, 0, 18, 4, 0, 10, 0, 0, 19, 0, 42, 32, 0, 0, 0, 9, 0, 2, 0, 0, 0, 0, 0, 0, 46, 0, 27, 40, 0, 24, 0, 3, 14, 0, 0, 0, 0, 8, 22, 0, 13, 0, 0, 0, 0, 13, 0, 3, 16, 13, 10, 41]",0,42
13,149,"[1147, 975, 299, 193, 198, 198, 198, 198, 198, 198, 241, 0, 0, 213, 103, 0, 0, 146, 0, 96, 64, 7, 0, 68, 0, 81, 0, 0, 20, 84, 88, 99, 152, 97, 0, 126, 37, 64, 37, 61, 37, 0, 0, 36, 24, 0, 24, 27, 21, 198, 198, 0, 0, 0, 0, 0, 38, 30, 0, 0, 0, 84, 0, 47, 0, 0, 0, 0, 341, 0, 0, 0, 27, 0, 0, 0, 0, 0, 42, 24, 0, 18, 0, 0, 29, 0, 21, 0, 0, 0, 0, 0, 62, 60, 21, 25, 0, 0, 0, 0, 0, 240, 0, 0, 0, 11, 0, 49, 8, 0, 0, 0, 0, 0, 8, 0, 15, 0, 0, 0, 0, 4, 0, 15, 3, 7, 13, 0]",0,16
14,37,"[910, 565, 227, 113, 198, 198, 198, 198, 198, 198, 27, 0, 0, 37, 25, 0, 0, 4, 531, 107, 40, 23, 108, 44, 0, 58, 167, 476, 133, 75, 74, 74, 2, 0, 0, 196, 43, 1, 42, 1, 93, 0, 0, 95, 65, 0, 69, 40, 57, 0, 0, 198, 0, 0, 198, 0, 29, 54, 0, 0, 0, 11, 0, 0, 347, 7, 75, 80, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 31, 16, 0, 19, 0, 0, 25, 0, 12, 52, 0, 0, 239, 6, 2, 2, 10, 0, 198, 198, 0, 69, 59, 0, 38, 61, 198, 28, 198, 68, 21, 0, 90, 0, 0, 30, 22, 207, 6, 25, 0, 0, 0, 40, 0, 9, 35, 23, 6, 0]",0,0
15,481,"[1408, 1183, 402, 276, 198, 198, 133, 99, 34, 74, 47, 198, 198, 0, 24, 198, 198, 4, 0, 154, 86, 5, 0, 92, 0, 42, 0, 0, 180, 124, 127, 128, 0, 61, 0, 0, 70, 3, 63, 2, 53, 0, 0, 35, 37, 133, 30, 0, 27, 0, 0, 0, 0, 0, 0, 0, 30, 57, 0, 0, 131, 0, 0, 44, 217, 0, 0, 0, 0, 0, 0, 0, 2, 0, 75, 0, 0, 0, 39, 38, 0, 15, 0, 0, 43, 0, 0, 0, 0, 0, 146, 0, 0, 0, 46, 7, 0, 0, 59, 0, 0, 0, 0, 0, 0, 47, 0, 0, 47, 0, 0, 0, 0, 0, 8, 0, 22, 0, 0, 0, 50, 51, 0, 25, 3, 11, 21, 0]",0,0
16,83,"[0, 0, 559, 469, 198, 198, 198, 198, 198, 198, 178, 0, 0, 214, 119, 0, 0, 106, 0, 0, 129, 112, 0, 136, 0, 28, 260, 0, 0, 0, 0, 0, 155, 50, 0, 0, 112, 72, 107, 72, 0, 0, 0, 0, 28, 52, 38, 76, 47, 198, 198, 0, 133, 0, 0, 0, 62, 50, 0, 0, 0, 83, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 73, 383, 31, 0, 0, 0, 0, 21, 122, 0, 0, 0, 0, 59, 58, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 24, 0, 0, 0, 6, 0, 232, 30, 0, 9, 27, 32]",0,0
17,135,"[944, 638, 236, 140, 198, 198, 198, 198, 198, 198, 38, 0, 0, 334, 20, 0, 0, 3, 0, 85, 47, 107, 101, 44, 0, 16, 99, 0, 35, 60, 49, 0, 154, 120, 0, 83, 63, 4, 62, 6, 88, 0, 0, 87, 59, 18, 58, 58, 27, 198, 198, 198, 0, 0, 198, 0, 36, 24, 0, 0, 0, 123, 0, 41, 0, 0, 72, 72, 456, 0, 0, 0, 3, 0, 0, 0, 0, 0, 25, 33, 0, 21, 0, 0, 20, 0, 31, 28, 0, 0, 0, 9, 57, 56, 0, 42, 0, 0, 0, 67, 45, 308, 30, 57, 0, 14, 0, 17, 14, 0, 0, 0, 0, 0, 19, 0, 8, 0, 0, 0, 1, 3, 0, 13, 27, 18, 11, 0]",0,0
18,49,"[0, 0, 446, 269, 198, 198, 198, 198, 198, 198, 192, 0, 0, 47, 144, 23, 8, 76, 611, 0, 120, 123, 0, 110, 0, 9, 0, 533, 20, 0, 0, 166, 1, 174, 0, 116, 74, 59, 67, 57, 0, 0, 0, 0, 56, 0, 40, 63, 50, 198, 198, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 10, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 33, 0, 0, 1, 0, 0, 0, 32, 473, 47, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 1, 0, 56, 56, 0, 0, 0, 0, 0, 0, 0, 0, 198, 11, 198, 28, 9, 0, 0, 0, 0, 58, 14, 0, 11, 0, 0, 0, 0, 2, 314, 28, 6, 18, 29, 0]",0,25
19,354,"[747, 628, 352, 216, 198, 198, 198, 198, 198, 198, 39, 198, 198, 281, 18, 198, 198, 7, 0, 56, 73, 92, 0, 69, 0, 8, 347, 0, 18, 51, 53, 60, 161, 0, 0, 0, 50, 2, 55, 1, 33, 0, 0, 35, 15, 0, 27, 43, 56, 0, 0, 0, 228, 0, 0, 0, 57, 34, 0, 0, 0, 101, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 293, 0, 32, 21, 0, 28, 0, 0, 23, 0, 22, 183, 0, 0, 0, 0, 53, 54, 7, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 4, 0, 0, 8, 0, 0, 156, 0, 0, 5, 0, 25, 0, 0, 0, 0, 2, 0, 13, 0, 8, 14, 76]",0,0
20,467,"[836, 605, 263, 182, 198, 198, 198, 198, 198, 198, 290, 198, 198, 0, 116, 0, 0, 165, 0, 40, 49, 81, 82, 39, 0, 13, 191, 0, 54, 33, 35, 0, 0, 0, 0, 151, 38, 65, 34, 72, 80, 0, 0, 67, 62, 0, 48, 0, 29, 0, 0, 0, 0, 0, 0, 0, 28, 6, 0, 0, 210, 0, 0, 25, 0, 0, 68, 68, 0, 0, 0, 0, 29, 0, 144, 0, 0, 0, 0, 17, 0, 7, 0, 0, 0, 0, 0, 94, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 87, 0, 41, 0, 22, 44, 198, 21, 198, 65, 15, 0, 0, 0, 416, 0, 16, 0, 5, 0, 0, 0, 0, 14, 0, 6, 15, 17, 4, 0]",0,0
21,192,"[838, 539, 241, 154, 198, 198, 198, 198, 198, 198, 263, 198, 198, 217, 131, 198, 198, 119, 0, 96, 40, 79, 116, 42, 0, 15, 86, 0, 81, 59, 67, 0, 162, 36, 0, 0, 42, 51, 41, 52, 80, 0, 0, 70, 71, 0, 64, 32, 83, 0, 0, 0, 156, 0, 0, 0, 25, 27, 0, 0, 0, 80, 0, 38, 0, 0, 89, 81, 0, 0, 0, 0, 39, 0, 0, 0, 0, 392, 20, 12, 0, 16, 0, 0, 19, 0, 21, 15, 0, 0, 0, 11, 55, 55, 0, 7, 0, 0, 0, 0, 41, 0, 29, 44, 0, 23, 0, 0, 21, 0, 0, 0, 0, 0, 23, 64, 12, 0, 280, 0, 0, 24, 0, 6, 26, 17, 7, 67]",0,0
22,93,"[1044, 938, 309, 244, 198, 198, 198, 198, 198, 198, 241, 0, 0, 221, 208, 0, 0, 91, 0, 41, 82, 34, 0, 88, 0, 83, 34, 0, 0, 38, 37, 101, 162, 0, 0, 95, 54, 67, 49, 77, 24, 0, 296, 23, 16, 0, 12, 43, 30, 198, 198, 198, 0, 0, 198, 0, 42, 36, 0, 0, 0, 76, 0, 44, 0, 0, 0, 0, 0, 0, 176, 0, 54, 0, 0, 0, 0, 0, 38, 34, 0, 25, 0, 0, 28, 0, 14, 8, 0, 0, 0, 0, 58, 58, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 10, 0, 20, 0, 0, 0, 0, 0, 0, 17, 2, 10, 13, 0]",0,0
23,345,"[402, 175, 472, 317, 198, 198, 198, 198, 198, 198, 206, 198, 198, 301, 91, 198, 198, 144, 0, 0, 83, 12, 156, 89, 0, 117, 166, 0, 43, 0, 0, 0, 182, 36, 0, 32, 53, 63, 48, 62, 69, 438, 0, 65, 92, 111, 96, 49, 35, 0, 0, 0, 0, 0, 0, 0, 55, 27, 0, 0, 0, 102, 0, 48, 0, 0, 74, 89, 0, 283, 0, 0, 28, 0, 0, 0, 0, 0, 34, 16, 0, 27, 0, 0, 25, 0, 25, 70, 0, 0, 0, 36, 61, 65, 0, 2, 0, 0, 0, 0, 39, 0, 45, 39, 0, 18, 0, 5, 18, 0, 81, 0, 0, 0, 32, 0, 9, 21, 0, 0, 36, 5, 0, 9, 22, 24, 13, 0]",0,4
24,85,"[0, 0, 597, 462, 198, 198, 198, 198, 198, 198, 208, 0, 0, 22, 89, 0, 0, 148, 0, 0, 148, 21, 0, 127, 0, 108, 172, 0, 0, 0, 0, 41, 0, 0, 0, 0, 67, 60, 79, 59, 0, 0, 0, 0, 21, 0, 22, 59, 58, 198, 198, 198, 208, 0, 198, 0, 79, 59, 0, 0, 0, 12, 0, 60, 0, 456, 0, 0, 0, 0, 0, 0, 30, 0, 0, 415, 0, 0, 0, 43, 456, 44, 0, 0, 0, 0, 23, 60, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 6, 0, 29, 0, 0, 0, 0, 0, 298, 21, 0, 7, 29, 84]",0,0
25,437,"[879, 759, 303, 217, 198, 198, 198, 198, 198, 198, 243, 198, 198, 0, 109, 0, 0, 152, 0, 61, 62, 146, 0, 75, 0, 8, 118, 0, 9, 55, 54, 0, 0, 106, 0, 0, 42, 64, 32, 66, 36, 0, 465, 35, 21, 198, 23, 59, 45, 0, 0, 0, 0, 0, 0, 0, 34, 27, 0, 0, 306, 0, 0, 23, 0, 0, 0, 0, 0, 0, 289, 0, 34, 0, 156, 0, 0, 0, 26, 15, 0, 19, 0, 0, 21, 0, 33, 28, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 115, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 12, 0, 6, 0, 0, 0, 81, 1, 0, 19, 2, 11, 11, 0]",0,0
26,267,"[953, 837, 344, 256, 198, 198, 198, 198, 198, 198, 227, 198, 198, 40, 106, 0, 0, 128, 586, 50, 80, 80, 0, 85, 0, 2, 0, 495, 126, 46, 44, 0, 6, 168, 0, 28, 49, 65, 45, 63, 26, 0, 0, 33, 23, 0, 21, 30, 35, 0, 0, 0, 96, 0, 0, 0, 37, 41, 308, 0, 0, 14, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 39, 32, 0, 15, 0, 207, 29, 0, 16, 0, 0, 0, 0, 0, 1, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 4, 30, 0, 0, 0, 0, 0, 5, 0, 11, 0, 0, 0, 0, 45, 0, 17, 1, 10, 14, 23]",0,0
27,269,"[818, 556, 260, 167, 198, 198, 198, 198, 198, 198, 232, 198, 198, 202, 109, 198, 198, 133, 0, 73, 44, 132, 102, 50, 0, 16, 102, 0, 5, 48, 48, 0, 134, 34, 0, 0, 31, 64, 23, 70, 70, 0, 0, 68, 61, 0, 63, 51, 28, 0, 0, 0, 117, 0, 0, 0, 39, 20, 515, 0, 0, 95, 0, 27, 0, 0, 73, 77, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 20, 10, 0, 15, 0, 344, 15, 0, 37, 38, 0, 0, 0, 11, 68, 68, 0, 3, 0, 0, 0, 0, 42, 0, 22, 39, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 24, 0, 7, 0, 0, 0, 0, 0, 0, 5, 19, 21, 2, 47]",0,0
28,403,"[939, 635, 282, 158, 198, 198, 198, 198, 198, 198, 208, 198, 198, 0, 89, 198, 198, 143, 0, 95, 63, 87, 93, 55, 0, 19, 89, 0, 26, 57, 62, 0, 0, 0, 0, 27, 38, 65, 27, 64, 98, 354, 0, 87, 87, 0, 68, 35, 71, 0, 0, 0, 68, 0, 0, 0, 42, 25, 0, 0, 0, 0, 0, 33, 0, 0, 69, 62, 0, 227, 0, 0, 25, 0, 0, 0, 0, 0, 24, 13, 0, 16, 0, 0, 23, 0, 28, 33, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 45, 55, 0, 10, 0, 4, 7, 0, 0, 0, 0, 19, 17, 0, 10, 0, 0, 0, 0, 2, 0, 5, 31, 28, 7, 10]",0,0
29,489,"[1085, 767, 272, 175, 198, 198, 198, 198, 198, 198, 174, 198, 198, 0, 123, 198, 198, 106, 0, 95, 69, 30, 101, 62, 0, 106, 77, 0, 37, 69, 66, 0, 0, 25, 0, 0, 42, 68, 32, 68, 77, 0, 0, 81, 66, 14, 61, 0, 25, 0, 0, 0, 26, 0, 0, 569, 26, 45, 0, 0, 220, 0, 0, 97, 0, 0, 87, 74, 0, 0, 0, 0, 55, 0, 163, 0, 0, 0, 18, 17, 0, 13, 397, 0, 22, 0, 0, 28, 0, 0, 0, 8, 0, 0, 0, 2, 0, 0, 77, 0, 56, 0, 42, 59, 0, 14, 0, 0, 13, 0, 0, 0, 0, 12, 23, 0, 18, 0, 0, 0, 2, 3, 0, 8, 25, 29, 0, 4]",0,0
30,199,"[1176, 986, 368, 230, 198, 198, 198, 198, 198, 198, 49, 198, 198, 230, 11, 0, 0, 9, 0, 114, 87, 79, 0, 84, 0, 16, 0, 0, 25, 102, 101, 29, 129, 168, 0, 47, 61, 2, 53, 1, 42, 0, 0, 39, 30, 16, 20, 36, 44, 0, 0, 0, 0, 0, 0, 0, 58, 33, 0, 0, 0, 100, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 367, 0, 0, 0, 0, 35, 34, 0, 23, 0, 0, 38, 0, 39, 0, 0, 0, 0, 0, 60, 54, 4, 87, 0, 0, 0, 90, 0, 0, 0, 0, 0, 10, 0, 5, 10, 234, 0, 0, 0, 33, 6, 0, 7, 0, 0, 0, 3, 1, 0, 21, 5, 10, 12, 0]",0,0
31,228,"[1014, 607, 235, 144, 198, 198, 198, 198, 198, 198, 223, 198, 198, 216, 114, 198, 198, 121, 0, 138, 44, 5, 169, 49, 0, 63, 0, 0, 12, 86, 83, 47, 154, 48, 0, 23, 48, 74, 34, 69, 89, 0, 0, 99, 75, 0, 69, 37, 27, 0, 0, 0, 98, 0, 0, 0, 29, 33, 0, 0, 0, 81, 0, 39, 0, 0, 118, 104, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 26, 8, 0, 15, 0, 0, 25, 0, 17, 0, 0, 0, 0, 20, 61, 62, 14, 14, 0, 0, 0, 0, 69, 0, 49, 70, 0, 4, 0, 0, 5, 0, 0, 0, 260, 0, 27, 198, 26, 0, 0, 0, 0, 3, 0, 5, 39, 25, 8, 31]",0,0
32,453,"[996, 878, 392, 316, 198, 198, 198, 198, 198, 198, 216, 198, 198, 0, 136, 198, 198, 100, 0, 54, 84, 84, 0, 91, 0, 13, 197, 0, 55, 49, 49, 0, 0, 57, 0, 111, 61, 52, 53, 59, 26, 0, 0, 31, 19, 33, 23, 0, 30, 0, 0, 0, 0, 0, 0, 0, 48, 35, 391, 0, 211, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 152, 0, 0, 0, 34, 36, 0, 22, 0, 269, 23, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 86, 0, 0, 0, 0, 0, 0, 18, 0, 28, 16, 0, 0, 0, 0, 33, 6, 0, 8, 0, 0, 0, 4, 4, 0, 17, 1, 8, 16, 0]",0,0
33,335,"[0, 0, 457, 308, 198, 198, 198, 198, 198, 198, 240, 198, 198, 9, 104, 198, 198, 148, 0, 0, 90, 6, 146, 88, 468, 109, 0, 0, 34, 0, 0, 243, 0, 0, 439, 43, 50, 62, 55, 62, 0, 0, 0, 0, 89, 0, 101, 64, 38, 0, 0, 0, 131, 0, 0, 0, 50, 34, 0, 0, 0, 6, 0, 55, 0, 0, 0, 0, 480, 0, 0, 12, 27, 0, 0, 0, 0, 0, 0, 24, 0, 24, 0, 0, 0, 0, 30, 0, 0, 0, 0, 60, 0, 0, 116, 0, 0, 0, 0, 0, 0, 327, 44, 0, 0, 14, 0, 3, 12, 0, 0, 0, 0, 0, 28, 0, 4, 0, 0, 0, 0, 4, 0, 10, 37, 34, 9, 29]",0,0
34,244,"[957, 781, 439, 310, 198, 198, 198, 198, 198, 198, 263, 198, 198, 125, 118, 0, 0, 143, 284, 107, 87, 90, 0, 87, 0, 8, 105, 159, 25, 91, 93, 140, 29, 0, 0, 0, 67, 64, 67, 62, 47, 0, 0, 44, 35, 102, 26, 37, 41, 0, 0, 0, 38, 0, 0, 0, 44, 48, 0, 0, 0, 47, 375, 76, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 32, 40, 0, 23, 0, 0, 27, 0, 21, 28, 0, 252, 0, 0, 6, 13, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 11, 0, 0, 0, 0, 25, 9, 78, 26, 0, 0, 0, 24, 2, 0, 21, 9, 13, 21, 3]",0,0
